Name,name_base,SRA_ID,BioProject,reason
ACC.27217,ACC.27217,SRR12460522,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.27216,ACC.27216,SRR12460523,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.27226,ACC.27226,SRR12460524,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.27225,ACC.27225,SRR12460525,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.27224,ACC.27224,SRR12460526,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.27215,ACC.27215,SRR12460527,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.13790,ACC.13790,SRR12460528,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.13789,ACC.13789,SRR12460529,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
ACC.13788,ACC.13788,SRR12460530,PRJNA641489,SNPTools name has no GRIN plant-name match — needs curation
CH10,CH10,SRR1575496,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
D06,D06,SRR1575497,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
D09,D09,SRR1575498,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
D152,D152,SRR1575499,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
DK105,DK105,SRR1575500,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
EC169,EC169,SRR1575501,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
EC49A,EC49A,SRR1575502,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
EP44,EP44,SRR1575504,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
EZ5,EZ5,SRR1575505,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F03802,F03802,SRR1575506,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F252,F252,SRR1575508,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F283,F283,SRR1575509,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F353,F353,SRR1575510,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F618,F618,SRR1575511,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F64,F64,SRR1575512,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
F98902,F98902,SRR1575514,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
FF0721H-7,FF0721H-7,SRR1575515,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
Lo11,Lo11,SRR1575516,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
Teosinte,Teosinte,SRR1575519,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
UH006,UH006,SRR1575520,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
UH007,UH007,SRR1575521,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
UH009,UH009,SRR1575522,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
UH250,UH250,SRR1575523,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
UH304,UH304,SRR1575524,PRJNA260788,SNPTools name has no GRIN plant-name match — needs curation
1014,1014,SRR17045840,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1013,1013,SRR17045841,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1012,1012,SRR17045842,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1011,1011,SRR17045843,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1010,1010,SRR17045844,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
838,838,SRR17045845,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1009,1009,SRR17045846,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1008,1008,SRR17045847,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1007,1007,SRR17045848,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1006,1006,SRR17045849,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1005,1005,SRR17045850,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1003,1003,SRR17045852,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1946,1946,SRR17045853,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1898,1898,SRR17045854,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1868,1868,SRR17045855,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
837,837,SRR17045856,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1867,1867,SRR17045857,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1862,1862,SRR17045858,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1859,1859,SRR17045859,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1810,1810,SRR17045860,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1777,1777,SRR17045861,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1759,1759,SRR17045862,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1755,1755,SRR17045863,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1754,1754,SRR17045864,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1740,1740,SRR17045865,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1727,1727,SRR17045866,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
836,836,SRR17045867,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1629,1629,SRR17045868,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1605,1605,SRR17045869,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1602,1602,SRR17045870,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1582,1582,SRR17045871,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1213,1213,SRR17045872,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1212,1212,SRR17045873,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1211,1211,SRR17045874,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1210,1210,SRR17045875,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1209,1209,SRR17045876,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1208,1208,SRR17045878,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1207,1207,SRR17045879,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1206,1206,SRR17045880,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1205,1205,SRR17045881,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1204,1204,SRR17045882,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1203,1203,SRR17045883,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1202,1202,SRR17045884,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1201,1201,SRR17045885,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1200,1200,SRR17045886,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1199,1199,SRR17045887,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1198,1198,SRR17045889,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1197,1197,SRR17045890,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1196,1196,SRR17045891,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1195,1195,SRR17045892,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1194,1194,SRR17045893,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1193,1193,SRR17045894,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1192,1192,SRR17045895,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1191,1191,SRR17045896,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1190,1190,SRR17045897,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1189,1189,SRR17045898,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
12,12,SRR17045899,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1188,1188,SRR17045900,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1187,1187,SRR17045901,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1186,1186,SRR17045902,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1185,1185,SRR17045903,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1184,1184,SRR17045904,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1183,1183,SRR17045905,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1182,1182,SRR17045906,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1181,1181,SRR17045907,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1180,1180,SRR17045908,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1179,1179,SRR17045909,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1178,1178,SRR17045911,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1177,1177,SRR17045912,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1176,1176,SRR17045913,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1175,1175,SRR17045914,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1174,1174,SRR17045915,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1171,1171,SRR17045916,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1170,1170,SRR17045917,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1169,1169,SRR17045918,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1168,1168,SRR17045919,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1167,1167,SRR17045920,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1060,1060,SRR17045921,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1166,1166,SRR17045922,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1165,1165,SRR17045923,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1164,1164,SRR17045924,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1163,1163,SRR17045925,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1162,1162,SRR17045926,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1161,1161,SRR17045927,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1160,1160,SRR17045928,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1159,1159,SRR17045929,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1158,1158,SRR17045930,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1157,1157,SRR17045931,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
10,10,SRR17045932,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1156,1156,SRR17045933,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1154,1154,SRR17045935,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1123,1123,SRR17045936,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1121,1121,SRR17045937,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1119,1119,SRR17045939,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1118,1118,SRR17045940,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1117,1117,SRR17045941,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1116,1116,SRR17045942,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1115,1115,SRR17045943,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1114,1114,SRR17045944,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
848,848,SRR17045945,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1113,1113,SRR17045946,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1112,1112,SRR17045947,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1111,1111,SRR17045948,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1110,1110,SRR17045949,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1109,1109,SRR17045950,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1108,1108,SRR17045951,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1107,1107,SRR17045952,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1106,1106,SRR17045953,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1105,1105,SRR17045954,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1104,1104,SRR17045955,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
847,847,SRR17045956,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1103,1103,SRR17045957,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1102,1102,SRR17045958,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1101,1101,SRR17045959,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1100,1100,SRR17045960,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1099,1099,SRR17045961,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1098,1098,SRR17045962,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1097,1097,SRR17045963,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1096,1096,SRR17045964,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1094,1094,SRR17045966,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
846,846,SRR17045967,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1546,1546,SRR17045968,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1513,1513,SRR17045969,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1506,1506,SRR17045970,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1475,1475,SRR17045971,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1413,1413,SRR17045972,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1407,1407,SRR17045973,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
835,835,SRR17045974,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1394,1394,SRR17045975,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1385,1385,SRR17045976,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1383,1383,SRR17045977,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1371,1371,SRR17045978,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1335,1335,SRR17045979,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1329,1329,SRR17045980,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1322,1322,SRR17045981,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
7,7,SRR17045984,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
834,834,SRR17045985,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
6,6,SRR17045986,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
21,21,SRR17045990,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
20,20,SRR17045991,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
2666,2666,SRR17045992,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1282,1282,SRR17045993,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1279,1279,SRR17045995,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1277,1277,SRR17045997,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1276,1276,SRR17045998,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1274,1274,SRR17045999,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1273,1273,SRR17046000,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1272,1272,SRR17046001,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1271,1271,SRR17046003,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1270,1270,SRR17046004,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1268,1268,SRR17046005,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1267,1267,SRR17046006,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1266,1266,SRR17046007,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1265,1265,SRR17046008,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1264,1264,SRR17046009,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1263,1263,SRR17046010,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1262,1262,SRR17046011,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1261,1261,SRR17046012,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
19,19,SRR17046013,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1260,1260,SRR17046014,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1259,1259,SRR17046015,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1258,1258,SRR17046016,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1257,1257,SRR17046017,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1256,1256,SRR17046018,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1255,1255,SRR17046019,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1253,1253,SRR17046021,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1252,1252,SRR17046022,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1251,1251,SRR17046023,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1249,1249,SRR17046026,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1248,1248,SRR17046027,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1247,1247,SRR17046028,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1246,1246,SRR17046029,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1245,1245,SRR17046030,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1244,1244,SRR17046031,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1243,1243,SRR17046032,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1242,1242,SRR17046033,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1241,1241,SRR17046034,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
17,17,SRR17046035,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
833,833,SRR17046036,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1240,1240,SRR17046037,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1239,1239,SRR17046038,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1238,1238,SRR17046039,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1237,1237,SRR17046040,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1236,1236,SRR17046041,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1235,1235,SRR17046042,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1234,1234,SRR17046043,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1233,1233,SRR17046044,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1232,1232,SRR17046045,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1231,1231,SRR17046046,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1230,1230,SRR17046048,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1229,1229,SRR17046049,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1228,1228,SRR17046050,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1227,1227,SRR17046051,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1226,1226,SRR17046052,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1225,1225,SRR17046053,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1223,1223,SRR17046054,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1221,1221,SRR17046055,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1220,1220,SRR17046056,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1219,1219,SRR17046057,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
15,15,SRR17046058,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1218,1218,SRR17046059,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1217,1217,SRR17046060,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1216,1216,SRR17046061,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1215,1215,SRR17046062,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1214,1214,SRR17046063,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1093,1093,SRR17046064,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1092,1092,SRR17046065,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1091,1091,SRR17046066,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1090,1090,SRR17046067,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1089,1089,SRR17046068,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1088,1088,SRR17046069,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1087,1087,SRR17046070,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1086,1086,SRR17046071,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1085,1085,SRR17046072,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1084,1084,SRR17046073,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
845,845,SRR17046074,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1083,1083,SRR17046075,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1082,1082,SRR17046076,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1079,1079,SRR17046079,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1078,1078,SRR17046080,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1077,1077,SRR17046081,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1076,1076,SRR17046082,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1075,1075,SRR17046083,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1073,1073,SRR17046084,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
844,844,SRR17046085,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1072,1072,SRR17046086,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1070,1070,SRR17046087,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1069,1069,SRR17046088,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1068,1068,SRR17046089,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1067,1067,SRR17046090,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1066,1066,SRR17046091,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1065,1065,SRR17046092,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1064,1064,SRR17046093,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1063,1063,SRR17046094,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1062,1062,SRR17046095,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1030,1030,SRR17046096,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1029,1029,SRR17046097,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1028,1028,SRR17046098,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1027,1027,SRR17046099,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1026,1026,SRR17046100,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1025,1025,SRR17046101,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1024,1024,SRR17046102,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1023,1023,SRR17046103,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1022,1022,SRR17046104,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1021,1021,SRR17046105,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
839,839,SRR17046106,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1019,1019,SRR17046107,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1018,1018,SRR17046108,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1017,1017,SRR17046109,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1016,1016,SRR17046110,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1015,1015,SRR17046111,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1153,1153,SRR17046112,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1152,1152,SRR17046113,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1151,1151,SRR17046114,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1150,1150,SRR17046115,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1149,1149,SRR17046116,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1148,1148,SRR17046117,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1147,1147,SRR17046118,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1145,1145,SRR17046120,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1144,1144,SRR17046121,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1143,1143,SRR17046122,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1142,1142,SRR17046123,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1141,1141,SRR17046124,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1140,1140,SRR17046125,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1139,1139,SRR17046126,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1138,1138,SRR17046127,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1136,1136,SRR17046128,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1135,1135,SRR17046129,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
850,850,SRR17046130,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1134,1134,SRR17046132,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1133,1133,SRR17046133,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1132,1132,SRR17046134,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1131,1131,SRR17046135,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1130,1130,SRR17046136,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1129,1129,SRR17046137,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1128,1128,SRR17046138,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1126,1126,SRR17046140,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1125,1125,SRR17046141,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
849,849,SRR17046142,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1124,1124,SRR17046143,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
843,843,SRR17046144,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1061,1061,SRR17046145,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
1059,1059,SRR17046146,PRJNA783885,SNPTools name has no GRIN plant-name match — needs curation
