Name,name_base,SRA_ID,BioProject,reason
282set_NC258,282set_NC258,SRR5725902,PRJNA389800,SNPTools name has no GRIN plant-name match — needs curation
282set_CML311,282set_CML311,SRR5725906,PRJNA389800,SNPTools name has no GRIN plant-name match — needs curation
282set_A682,282set_A682,SRR5725930,PRJNA389800,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRDLDIAAPEI-2,hmp3_ZEAxppRDLDIAAPEI-2,SRR5962624,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAWDIAAPEI-5,hmp3_MAIdgiRAWDIAAPEI-5,SRR5962636,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAXDIAAPEI-6,hmp3_MAIdgiRAXDIAAPEI-6,SRR5962637,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAYDIAAPEI-7,hmp3_MAIdgiRAYDIAAPEI-7,SRR5962639,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRDHDIAAPEI-12,hmp3_ZEAxppRDHDIAAPEI-12,SRR5962647,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRCIDIAAPEI-7,hmp3_MAIdgiRCIDIAAPEI-7,SRR5962665,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCWDIAAPEI-3,hmp3_ZEAxppRCWDIAAPEI-3,SRR5962671,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCXDIAAPEI-4,hmp3_ZEAxppRCXDIAAPEI-4,SRR5962672,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCUDIAAPEI-1,hmp3_ZEAxppRCUDIAAPEI-1,SRR5962675,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCVDIAAPEI-2,hmp3_ZEAxppRCVDIAAPEI-2,SRR5962677,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCYDIAAPEI-5,hmp3_ZEAxppRCYDIAAPEI-5,SRR5962679,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRCKDIAAPEI-9,hmp3_MAIdgiRCKDIAAPEI-9,SRR5962681,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxujRBCDIBAPE,hmp3_ZEAxujRBCDIBAPE,SRR5962682,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAPDIAAPEI-12,hmp3_MAIdgiRAPDIAAPEI-12,SRR5962693,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAMDIAAPEI-10,hmp3_MAIdgiRAMDIAAPEI-10,SRR5962700,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRABDIAAPEI-2,hmp3_MAIdgiRABDIAAPEI-2,SRR5962709,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCODIAAPEI-9,hmp3_ZEAxppRCODIAAPEI-9,SRR5962714,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCJDIAAPEI-7,hmp3_ZEAxppRCJDIAAPEI-7,SRR5962717,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCPDIAAPEI-10,hmp3_ZEAxppRCPDIAAPEI-10,SRR5962719,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRARDIAAPEI-1,hmp3_MAIdgiRARDIAAPEI-1,SRR5962739,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxujRAWDIAAPE,hmp3_ZEAxujRAWDIAAPE,SRR5962742,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAVDIAAPEI-4,hmp3_MAIdgiRAVDIAAPEI-4,SRR5962745,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCHDIAAPEI-6,hmp3_ZEAxppRCHDIAAPEI-6,SRR5962747,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCGDIAAPEI-5,hmp3_ZEAxppRCGDIAAPEI-5,SRR5962749,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCFDIAAPEI-4,hmp3_ZEAxppRCFDIAAPEI-4,SRR5962751,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCBDIAAPEI-3,hmp3_ZEAxppRCBDIAAPEI-3,SRR5962755,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRCDDIAAPEI-12,hmp3_ZEAxppRCDDIAAPEI-12,SRR5962756,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRAZDIAAPEI-7,hmp3_ZEAxppRAZDIAAPEI-7,SRR5962764,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRBCDIAAPEI-2,hmp3_ZEAxppRBCDIAAPEI-2,SRR5962766,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRBYDIAAPEI-2,hmp3_ZEAxppRBYDIAAPEI-2,SRR5962785,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRBUDIAAPEI-5,hmp3_ZEAxppRBUDIAAPEI-5,SRR5962788,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_MAIdgiRAKDIAAPEI-9,hmp3_MAIdgiRAKDIAAPEI-9,SRR5962818,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRAFDIAAPEI-5,hmp3_ZEAxppRAFDIAAPEI-5,SRR5962830,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRAHDIAAPEI-6,hmp3_ZEAxppRAHDIAAPEI-6,SRR5962836,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRATDIAAPEI-12,hmp3_ZEAxppRATDIAAPEI-12,SRR5962862,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRAUDIAAPEI-1,hmp3_ZEAxppRAUDIAAPEI-1,SRR5962864,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
hmp3_ZEAxppRANDIAAPEI-10,hmp3_ZEAxppRANDIAAPEI-10,SRR5962866,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
TIL25-TIP489.2,TIL25-TIP489.2,SRR5976310,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
MM-1A,MM-1A,SRR5976322,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
TIL14-TIP498.2,TIL14-TIP498.2,SRR5976491,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
TIL09,TIL09,SRR5976492,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
TIL03,TIL03,SRR5976494,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
TIL05,TIL05,SRR5976495,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
TIL01,TIL01,SRR5976497,PRJNA399729,SNPTools name has no GRIN plant-name match — needs curation
Z66,Z66,SRR7477667,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
Z65,Z65,SRR7477668,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
Z67,Z67,SRR7477670,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
Arica5,Arica5,SRR7477671,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
Arica4,Arica4,SRR7477672,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
Z6,Z6,SRR7477673,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
Z2,Z2,SRR7477674,PRJNA479960,SNPTools name has no GRIN plant-name match — needs curation
526018,526018,SRR8906635,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML229,CML229,SRR8906636,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL29,CIMBL29,SRR8906637,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML480,CML480,SRR8906638,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL111,CIMBL111,SRR8906639,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BT1,BT1,SRR8906640,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML168,CML168,SRR8906641,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML360,CML360,SRR8906642,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML426,CML426,SRR8906643,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML223,CML223,SRR8906644,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SW1611,SW1611,SRR8906645,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL146,CIMBL146,SRR8906646,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML163,CML163,SRR8906647,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL51,CIMBL51,SRR8906648,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL16,CIMBL16,SRR8906649,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML189,CML189,SRR8906650,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML497,CML497,SRR8906651,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL155,CIMBL155,SRR8906653,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL15,CIMBL15,SRR8906654,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL39,CIMBL39,SRR8906655,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
PH4VC,PH4VC,SRR8906656,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
04K5702,04K5702,SRR8906657,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS55,GEMS55,SRR8906658,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TX5,TX5,SRR8906659,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHENG58,ZHENG58,SRR8906660,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JI846,JI846,SRR8906661,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
9642,9642,SRR8906662,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS36,GEMS36,SRR8906663,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BY815,BY815,SRR8906664,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
W138,W138,SRR8906665,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL137,CIMBL137,SRR8906667,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BK,BK,SRR8906668,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL149,CIMBL149,SRR8906669,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL37,CIMBL37,SRR8906670,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML433,CML433,SRR8906671,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL18,CIMBL18,SRR8906672,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL140,CIMBL140,SRR8906673,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL135,CIMBL135,SRR8906674,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL28,CIMBL28,SRR8906675,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL109,CIMBL109,SRR8906676,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL31,CIMBL31,SRR8906677,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL110,CIMBL110,SRR8906678,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL92,CIMBL92,SRR8906679,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHENG653,ZHENG653,SRR8906680,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHI41,ZHI41,SRR8906681,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LIAO5114,LIAO5114,SRR8906682,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JI63,JI63,SRR8906683,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LY,LY,SRR8906684,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY1,TY1,SRR8906685,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
R08,R08,SRR8906686,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS56,GEMS56,SRR8906687,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
04K5686,04K5686,SRR8906688,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SY1035,SY1035,SRR8906689,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
FCD0602,FCD0602,SRR8906691,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS30,GEMS30,SRR8906692,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZONG31,ZONG31,SRR8906693,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS21,GEMS21,SRR8906694,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
RY737,RY737,SRR8906695,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
DSB,DSB,SRR8906696,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JIAO51,JIAO51,SRR8906697,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
177,177,SRR8906698,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS40,GEMS40,SRR8906699,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS45,GEMS45,SRR8906700,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS12,GEMS12,SRR8906701,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SHEN5003,SHEN5003,SRR8906702,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS32,GEMS32,SRR8906703,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS35,GEMS35,SRR8906704,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
XI502,XI502,SRR8906705,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS49,GEMS49,SRR8906707,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
RY713,RY713,SRR8906708,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
WU109,WU109,SRR8906709,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL96,CIMBL96,SRR8906710,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL53,CIMBL53,SRR8906711,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML134,CML134,SRR8906712,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL131,CIMBL131,SRR8906713,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML51,CML51,SRR8906715,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL25,CIMBL25,SRR8906718,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL11,CIMBL11,SRR8906719,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML290,CML290,SRR8906720,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL54,CIMBL54,SRR8906721,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML172,CML172,SRR8906722,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL33,CIMBL33,SRR8906723,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SHEN137,SHEN137,SRR8906724,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL10,CIMBL10,SRR8906726,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML493,CML493,SRR8906728,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL127,CIMBL127,SRR8906729,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML364,CML364,SRR8906730,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL132,CIMBL132,SRR8906731,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML454,CML454,SRR8906732,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL59,CIMBL59,SRR8906733,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML113,CML113,SRR8906734,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML415,CML415,SRR8906735,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL45,CIMBL45,SRR8906736,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL7,CIMBL7,SRR8906737,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML423,CML423,SRR8906738,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL70,CIMBL70,SRR8906739,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL46,CIMBL46,SRR8906740,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
238,238,SRR8906741,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS14,GEMS14,SRR8906742,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS60,GEMS60,SRR8906743,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
EN25,EN25,SRR8906744,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CY72,CY72,SRR8906745,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS52,GEMS52,SRR8906747,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JH59,JH59,SRR8906748,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
DH3732,DH3732,SRR8906749,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL87,CIMBL87,SRR8906750,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
150,150,SRR8906751,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GY386,GY386,SRR8906752,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL24,CIMBL24,SRR8906753,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL153,CIMBL153,SRR8906754,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL143,CIMBL143,SRR8906755,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL65,CIMBL65,SRR8906756,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
M97,M97,SRR8906757,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
R15,R15,SRR8906758,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHENG32,ZHENG32,SRR8906759,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY4,TY4,SRR8906760,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BY807,BY807,SRR8906763,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
U8112,U8112,SRR8906764,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS29,GEMS29,SRR8906765,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
1323,1323,SRR8906766,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY5,TY5,SRR8906767,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
RY697,RY697,SRR8906768,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SY1077,SY1077,SRR8906769,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
JI842,JI842,SRR8906771,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS66,GEMS66,SRR8906772,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHENG35,ZHENG35,SRR8906773,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GY386B,GY386B,SRR8906774,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS51,GEMS51,SRR8906775,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL21,CIMBL21,SRR8906776,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL118,CIMBL118,SRR8906777,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL99,CIMBL99,SRR8906778,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML286,CML286,SRR8906779,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML169,CML169,SRR8906780,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL56,CIMBL56,SRR8906781,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL49,CIMBL49,SRR8906782,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL154,CIMBL154,SRR8906783,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML165,CML165,SRR8906785,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
K22,K22,SRR8906786,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
18-599,18-599,SRR8906787,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHENG28,ZHENG28,SRR8906788,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL84,CIMBL84,SRR8906789,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL77,CIMBL77,SRR8906791,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML324,CML324,SRR8906792,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL124,CIMBL124,SRR8906793,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL68,CIMBL68,SRR8906794,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL71,CIMBL71,SRR8906795,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL34,CIMBL34,SRR8906796,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL69,CIMBL69,SRR8906797,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL23,CIMBL23,SRR8906798,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL121,CIMBL121,SRR8906799,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML118,CML118,SRR8906800,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL156,CIMBL156,SRR8906801,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML470,CML470,SRR8906802,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML411,CML411,SRR8906803,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL107,CIMBL107,SRR8906804,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL98,CIMBL98,SRR8906805,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL100,CIMBL100,SRR8906806,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL150,CIMBL150,SRR8906807,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL35,CIMBL35,SRR8906808,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML428,CML428,SRR8906809,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL115,CIMBL115,SRR8906810,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL82,CIMBL82,SRR8906812,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL57,CIMBL57,SRR8906813,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL91,CIMBL91,SRR8906814,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL43,CIMBL43,SRR8906815,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML121,CML121,SRR8906816,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL27,CIMBL27,SRR8906817,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CIMBL102,CIMBL102,SRR8906818,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY9,TY9,SRR8906819,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS3,GEMS3,SRR8906820,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
9782,9782,SRR8906821,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
303WX,303WX,SRR8906822,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS10,GEMS10,SRR8906823,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS62,GEMS62,SRR8906824,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
7381,7381,SRR8906825,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS4,GEMS4,SRR8906826,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
1462,1462,SRR8906828,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZHENG29,ZHENG29,SRR8906829,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LIAO5262,LIAO5262,SRR8906831,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS31,GEMS31,SRR8906832,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GY923,GY923,SRR8906833,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY6,TY6,SRR8906834,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
384-2,384-2,SRR8906835,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
HYS,HYS,SRR8906836,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
LY042,LY042,SRR8906837,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
5311,5311,SRR8906838,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
BY843,BY843,SRR8906839,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
DAN340,DAN340,SRR8906840,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CF3,CF3,SRR8906841,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZAC546,ZAC546,SRR8906842,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS24,GEMS24,SRR8906843,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
975-12,975-12,SRR8906844,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS23,GEMS23,SRR8906846,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TY8,TY8,SRR8906847,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
R15X1141,R15X1141,SRR8906848,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS18,GEMS18,SRR8906849,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SI446,SI446,SRR8906850,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS63,GEMS63,SRR8906851,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
GEMS44,GEMS44,SRR8906852,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
CML432,CML432,SRR8906853,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SI273,SI273,SRR8906854,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
SY999,SY999,SRR8906855,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
ZH68,ZH68,SRR8906856,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
TIE7922,TIE7922,SRR8906857,PRJNA531553,SNPTools name has no GRIN plant-name match — needs curation
