sample,runs,bases,platform,strategies,studies,x_cov,accession,n_traits,in_snptools,collection,PLANT_NAME,matched
SAMN03031322,1,26149483400,ILLUMINA,WGS,PRJNA260788,11.4,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN03031323,1,119712561400,ILLUMINA,WGS,PRJNA260788,52.0,PI 601005,35.0,True,Maize.Group.PVP,PH207,True
SAMN03031324,1,32835412600,ILLUMINA,WGS,PRJNA260788,14.3,,,False,,,False
SAMN03031325,1,32410756600,ILLUMINA,WGS,PRJNA260788,14.1,,,False,,,False
SAMN03031326,1,30770787600,ILLUMINA,WGS,PRJNA260788,13.4,,,False,,,False
SAMN03031327,1,25394107000,ILLUMINA,WGS,PRJNA260788,11.0,,,False,,,False
SAMN03031328,1,29182165336,ILLUMINA,WGS,PRJNA260788,12.7,,,False,,,False
SAMN03031329,1,27023947400,ILLUMINA,WGS,PRJNA260788,11.7,,,False,,,False
SAMN03031330,1,31594024600,ILLUMINA,WGS,PRJNA260788,13.7,PI 587153,37.0,True,Maize.Group.Ames.Panel.2010,W117,True
SAMN03075313,1,21541363224,ILLUMINA,WGA,PRJNA261658,9.4,,,False,,,False
SAMN03076152,4,34652730884,ILLUMINA,OTHER,PRJNA261802,15.1,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN03100283,1,13288930000,ILLUMINA,OTHER,PRJNA263415,5.8,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN03100352,1,16515016400,ILLUMINA,OTHER,PRJNA263415,7.2,PI 587131,42.0,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,HP301,True
SAMN03100353,1,14306638200,ILLUMINA,OTHER,PRJNA263415,6.2,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN03100354,1,17710023000,ILLUMINA,OTHER,PRJNA263415,7.7,PI 690334,24.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Tx303,True
SAMN03100355,1,20495120400,ILLUMINA,OTHER,PRJNA263415,8.9,,,False,,,False
SAMN03195519,3,12192190433,ILLUMINA,OTHER,PRJNA267560,5.3,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN03278299,1,62233203722,ILLUMINA,WGS,PRJNA271894,27.1,,,False,,,False
SAMN03281112,5,66340750400,ILLUMINA,WGS,PRJNA272385,28.8,PI 587140,39.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,A632,True
SAMN03281113,5,46848181000,ILLUMINA,WGA;WGS,PRJNA272385,20.4,PI 587154,37.0,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,W153R,True
SAMN03281114,5,52068065400,ILLUMINA,WGA;WGS,PRJNA272385,22.6,PI 587129,38.0,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,H99,True
SAMN03281115,5,63165440600,ILLUMINA,WGA;WGS,PRJNA272385,27.5,PI 587131,42.0,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,HP301,True
SAMN03281116,5,36793163400,ILLUMINA,WGA;WGS,PRJNA272385,16.0,,,False,,,False
SAMN03393019,2,12445650600,ILLUMINA,WXS,PRJNA277474,5.4,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN03393020,2,12375325200,ILLUMINA,WXS,PRJNA277474,5.4,PI 564682,36.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B97,True
SAMN03393036,6,60811381000,ILLUMINA,WXS,PRJNA277474,26.4,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN03851938,4,47472687004,ILLUMINA,WXS,PRJNA289275,20.6,,,False,,,False
SAMN03851939,4,60030414944,ILLUMINA,WXS,PRJNA289275,26.1,,,False,,,False
SAMN03851940,4,48073829308,ILLUMINA,WXS,PRJNA289275,20.9,,,False,,,False
SAMN04225700,2,64126225000,ILLUMINA,WGS,PRJNA300309,27.9,,,False,,,False
SAMN04225701,2,67924280000,ILLUMINA,WGS,PRJNA300309,29.5,,,False,,,False
SAMN04225702,2,69525349000,ILLUMINA,WGS,PRJNA300309,30.2,,,False,,,False
SAMN04225703,2,70652539200,ILLUMINA,WGS,PRJNA300309,30.7,,,False,,,False
SAMN04225704,2,69532640000,ILLUMINA,WGS,PRJNA300309,30.2,,,False,,,False
SAMN04225705,2,65110173200,ILLUMINA,WGS,PRJNA300309,28.3,,,False,,,False
SAMN04225706,21,16564000000,ILLUMINA,WGS,PRJNA300309,7.2,,,False,,,False
SAMN04225707,2,64594204200,ILLUMINA,WGS,PRJNA300309,28.1,,,False,,,False
SAMN04225708,2,74068455400,ILLUMINA,WGS,PRJNA300309,32.2,,,False,,,False
SAMN04225709,2,69863502800,ILLUMINA,WGS,PRJNA300309,30.4,,,False,,,False
SAMN04225710,2,69382580200,ILLUMINA,WGS,PRJNA300309,30.2,,,False,,,False
SAMN04225711,2,68104707600,ILLUMINA,WGS,PRJNA300309,29.6,,,False,,,False
SAMN04225712,4,84809491880,ILLUMINA,WGS,PRJNA300309,36.9,,,False,,,False
SAMN04225713,2,70303076800,ILLUMINA,WGS,PRJNA300309,30.6,,,False,,,False
SAMN04225714,2,67507942800,ILLUMINA,WGS,PRJNA300309,29.4,,,False,,,False
SAMN04225715,2,74655913600,ILLUMINA,WGS,PRJNA300309,32.5,,,False,,,False
SAMN04225716,2,67848149200,ILLUMINA,WGS,PRJNA300309,29.5,,,False,,,False
SAMN04225717,2,70391760600,ILLUMINA,WGS,PRJNA300309,30.6,,,False,,,False
SAMN04225718,2,69088718000,ILLUMINA,WGS,PRJNA300309,30.0,,,False,,,False
SAMN04225719,6,148823491780,ILLUMINA,WGS,PRJNA300309,64.7,,,False,,,False
SAMN04225720,2,70824771800,ILLUMINA,WGS,PRJNA300309,30.8,,,False,,,False
SAMN04225721,2,68914764600,ILLUMINA,WGS,PRJNA300309,30.0,,,False,,,False
SAMN04225722,4,90829552280,ILLUMINA,WGS,PRJNA300309,39.5,,,False,,,False
SAMN04225723,4,75579519240,ILLUMINA,WGS,PRJNA300309,32.9,,,False,,,False
SAMN04225724,2,72223509200,ILLUMINA,WGS,PRJNA300309,31.4,,,False,,,False
SAMN04225725,3,75418539660,ILLUMINA,WGS,PRJNA300309,32.8,,,False,,,False
SAMN04225726,2,70579299200,ILLUMINA,WGS,PRJNA300309,30.7,,,False,,,False
SAMN04225727,2,73184729400,ILLUMINA,WGS,PRJNA300309,31.8,,,False,,,False
SAMN04225728,2,71601398400,ILLUMINA,WGS,PRJNA300309,31.1,,,False,,,False
SAMN04225729,2,61485427200,ILLUMINA,WGS,PRJNA300309,26.7,,,False,,,False
SAMN04225730,3,75204471780,ILLUMINA,WGS,PRJNA300309,32.7,,,False,,,False
SAMN04230907,4,26934434434,ILLUMINA,WGS,PRJNA300934,11.7,,,False,,,False
SAMN04296295,213,488927547903,ILLUMINA;PACBIO_SMRT,WGS,PRJNA10769,212.6,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN04366399,22,170252581464,ILLUMINA,WXS,PRJNA306879,74.0,,,False,,,False
SAMN04442268,1,20138639273,ILLUMINA,WGS,PRJNA307529,8.8,,,False,,,False
SAMN04442269,1,21968008480,ILLUMINA,WGS,PRJNA307529,9.6,,,False,,,False
SAMN04517511,1,21693960084,ILLUMINA,WGS,PRJNA312736,9.4,,,False,,,False
SAMN04517512,1,20815401181,ILLUMINA,WGS,PRJNA312736,9.1,,,False,,,False
SAMN04517513,1,19152166814,ILLUMINA,WGS,PRJNA312736,8.3,,,False,,,False
SAMN04517514,1,18619852273,ILLUMINA,WGS,PRJNA312736,8.1,,,False,,,False
SAMN04517515,1,23541121814,ILLUMINA,WGS,PRJNA312736,10.2,,,False,,,False
SAMN04517516,1,22917353288,ILLUMINA,WGS,PRJNA312736,10.0,,,False,,,False
SAMN04517517,1,25267274333,ILLUMINA,WGS,PRJNA312736,11.0,,,False,,,False
SAMN04517518,1,28435056311,ILLUMINA,WGS,PRJNA312736,12.4,,,False,,,False
SAMN05005160,1,30464613335,ILLUMINA,OTHER,PRJNA257556,13.2,,,False,,,False
SAMN05360906,1,12962008316,ILLUMINA,OTHER,PRJNA327875,5.6,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05360907,2,22260498374,ILLUMINA,OTHER,PRJNA327875,9.7,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05360908,3,40082507712,ILLUMINA,OTHER,PRJNA327875,17.4,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05360909,3,38844171962,ILLUMINA,OTHER,PRJNA327875,16.9,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05442948,1,45314096750,ILLUMINA,WGS,PRJNA332960,19.7,PI 543845,30.0,False,Maize.Group.PVP,PHP38,True
SAMN05442975,1,48209439982,ILLUMINA,WGS,PRJNA332957,21.0,PI 565108,29.0,True,Maize.Group.PVP,PHMK0,True
SAMN05442976,1,49304178992,ILLUMINA,WGS,PRJNA332953,21.4,PI 543841,29.0,False,Maize.Group.PVP,PHK46,True
SAMN05442977,1,51059687550,ILLUMINA,WGS,PRJNA332950,22.2,PI 578215,29.0,False,Maize.Group.PVP,NP899,True
SAMN05442978,1,45308606376,ILLUMINA,WGS,PRJNA332945,19.7,PI 557563,29.0,False,Maize.Group.PVP,LH198,True
SAMN05445515,1,44082431216,ILLUMINA,WGS,PRJNA332941,19.2,PI 546481,29.0,False,Maize.Group.PVP,FBLL,True
SAMN05445934,1,58500258258,ILLUMINA,WGS,PRJNA332942,25.4,PI 601402,31.0,False,Maize.Group.PVP,LH146Ht,True
SAMN05445935,1,44535425976,ILLUMINA,WGS,PRJNA332943,19.4,PI 576169,29.0,False,Maize.Group.PVP,LH168,True
SAMN05445936,1,50699973928,ILLUMINA,WGS,PRJNA332944,22.0,PI 576171,28.0,True,Maize.Group.PVP,LH185,True
SAMN05445937,1,51255974570,ILLUMINA,WGS,PRJNA332949,22.3,PI 601170,34.0,True,Maize.Group.PVP,LH82,True
SAMN05445938,1,53752668558,ILLUMINA,WGS,PRJNA332951,23.4,PI 578031,29.0,False,Maize.Group.PVP,PHAA0,True
SAMN05445939,2,162680217356,ILLUMINA,WGS,PRJNA332952,70.7,PI 548798,29.0,True,Maize.Group.PVP,PHJ89,True
SAMN05445940,1,57237795024,ILLUMINA,WGS,PRJNA332955,24.9,PI 601496,31.0,False,Maize.Group.PVP,PHK76,True
SAMN05445941,1,45973134398,ILLUMINA,WGS,PRJNA332956,20.0,PI 578037,29.0,False,Maize.Group.PVP,PHKM5,True
SAMN05445942,1,47797095676,ILLUMINA,WGS,PRJNA332958,20.8,PI 543844,30.0,True,Maize.Group.PVP,PHN46,True
SAMN05445943,1,48801434526,ILLUMINA,WGS,PRJNA332959,21.2,PI 601570,20.0,True,Maize.Group.PVP,PHP02,True
SAMN05445944,1,45742606460,ILLUMINA,WGS,PRJNA332963,19.9,PI 601470,30.0,True,Maize.Group.PVP,PHV78,True
SAMN05445945,1,45084855438,ILLUMINA,WGS,PRJNA332964,19.6,PI 601575,31.0,True,Maize.Group.PVP,PHW52,True
SAMN05445946,1,51508174350,ILLUMINA,WGS,PRJNA332965,22.4,NSL 30073,28.0,False,Maize.Group.Ames.Panel.2010,W37A,True
SAMN05445958,1,49237042014,ILLUMINA,WGS,PRJNA332961,21.4,PI 548803,20.0,False,Maize.Group.PVP,PHR03,True
SAMN05445959,1,47161516990,ILLUMINA,WGS,PRJNA332962,20.5,PI 548807,30.0,True,Maize.Group.PVP,PHT11,True
SAMN05445960,1,41219828926,ILLUMINA,WGS,PRJNA332966,17.9,,,False,,,False
SAMN05446031,1,50142528530,ILLUMINA,WGS,PRJNA332939,21.8,PI 564754,29.0,False,Maize.Group.PVP,3IIH6,True
SAMN05446032,1,54155598356,ILLUMINA,WGS,PRJNA332940,23.5,PI 693339,30.0,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,A188,True
SAMN05446033,1,48083416396,ILLUMINA,WGS,PRJNA332946,20.9,PI 564541,29.0,True,Maize.Group.PVP,LH200,True
SAMN05446034,1,39043591658,ILLUMINA,WGS,PRJNA332947,17.0,PI 601466,31.0,False,Maize.Group.PVP,LH59,True
SAMN05446035,1,52270462354,ILLUMINA,WGS,PRJNA332948,22.7,PI 600957,35.0,False,Maize.Group.PVP,LH74,True
SAMN05446036,1,49228329804,ILLUMINA,WGS,PRJNA332954,21.4,PI 543842,30.0,False,Maize.Group.PVP,PHK56,True
SAMN05504565,1,11653309000,ILLUMINA,WGS,PRJNA336121,5.1,,,False,,,False
SAMN05504619,1,14417892400,ILLUMINA,WGS,PRJNA336121,6.3,,,False,,,False
SAMN05504667,1,15107788464,ILLUMINA,WGS,PRJNA336121,6.6,,,False,,,False
SAMN05504668,1,16431172880,ILLUMINA,WGS,PRJNA336121,7.1,,,False,,,False
SAMN05504670,1,12818632756,ILLUMINA,WGS,PRJNA336121,5.6,,,False,,,False
SAMN05504672,1,14768213132,ILLUMINA,WGS,PRJNA336121,6.4,,,False,,,False
SAMN05504699,1,13846111614,ILLUMINA,WGS,PRJNA336121,6.0,,,False,,,False
SAMN05504700,1,13635912636,ILLUMINA,WGS,PRJNA336121,5.9,,,False,,,False
SAMN05519111,72,159309033370,ILLUMINA,WGS,PRJNA337488,69.3,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN05578024,1,45102321500,ILLUMINA,WGS,PRJNA338953,19.6,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05578025,1,67635415000,ILLUMINA,WGS,PRJNA338953,29.4,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05578026,1,43295752500,ILLUMINA,WGS,PRJNA338953,18.8,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN05578027,1,68028355000,ILLUMINA,WGS,PRJNA338953,29.6,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN05591613,2,60689746637,ILLUMINA,WGS,PRJNA339461,26.4,,,False,,,False
SAMN05591614,1,12618218267,ILLUMINA,WGS,PRJNA339461,5.5,,,False,,,False
SAMN05780988,9,402543137846,ILLUMINA,WGS,PRJNA343134,175.0,Ames 28405,,False,,,True
SAMN05781040,3,70014751520,ILLUMINA,WGS,PRJNA343140,30.4,,,False,,,False
SAMN05829331,1,19179518680,ILLUMINA,WGS,PRJNA344581,8.3,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05829332,1,21537110672,ILLUMINA,WGS,PRJNA344581,9.4,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN05977577,2,83656529074,ILLUMINA,OTHER;WGS,PRJNA352392,36.4,,,False,,,False
SAMN06169745,38,436026296148,ILLUMINA;PACBIO_SMRT,WGS,PRJNA358298,189.6,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN06216638,10,769220232108,ILLUMINA,WGS,PRJNA360920,334.4,PI 693362,31.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,EP1,True
SAMN06216672,5,536501671508,ILLUMINA,WGS,PRJNA360923,233.3,,,False,,,False
SAMN06346878,1,57257434332,ILLUMINA,WGS,PRJNA375868,24.9,,,False,,,False
SAMN06346879,1,68455043748,ILLUMINA,WGS,PRJNA375868,29.8,,,False,,,False
SAMN06346880,1,55459350324,ILLUMINA,WGS,PRJNA375868,24.1,,,False,,,False
SAMN06346881,1,68416020540,ILLUMINA,WGS,PRJNA375868,29.7,,,False,,,False
SAMN06685737,1,56588498000,ILLUMINA,WGS,PRJNA381642,24.6,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN06685738,1,63367555600,ILLUMINA,WGS,PRJNA381642,27.6,PI 644101,34.0,False,Maize.Group.PVP,LH1,True
SAMN06685739,1,61158150400,ILLUMINA,WGS,PRJNA381642,26.6,PI 601079,35.0,False,Maize.Group.PVP,LH123HT,True
SAMN06685740,1,46911798000,ILLUMINA,WGS,PRJNA381642,20.4,PI 601170,34.0,True,Maize.Group.PVP,LH82,True
SAMN06685741,1,56684590000,ILLUMINA,WGS,PRJNA381642,24.6,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN06685742,1,59687134600,ILLUMINA,WGS,PRJNA381642,26.0,PI 601005,35.0,True,Maize.Group.PVP,PH207,True
SAMN06685743,1,80357732400,ILLUMINA,WGS,PRJNA381642,34.9,PI 601300,33.0,False,Maize.Group.PVP,4676A,True
SAMN06685744,1,55581914400,ILLUMINA,WGS,PRJNA381642,24.2,PI 600981,35.0,True,Maize.Group.PVP,PHG39,True
SAMN06685745,1,55404356400,ILLUMINA,WGS,PRJNA381642,24.1,PI 601318,33.0,False,Maize.Group.PVP,PHG47,True
SAMN06685746,1,54287504400,ILLUMINA,WGS,PRJNA381642,23.6,PI 601320,34.0,True,Maize.Group.PVP,PHG84,True
SAMN06685747,1,50652562800,ILLUMINA,WGS,PRJNA381642,22.0,PI 601321,33.0,False,Maize.Group.PVP,PHJ40,True
SAMN06685748,1,56195692000,ILLUMINA,WGS,PRJNA381642,24.4,PI 601322,34.0,False,Maize.Group.PVP,PHZ51,True
SAMN06710494,1,156503792356,ILLUMINA,WGS,PRJNA380806,68.0,,,False,,,False
SAMN06765376,9,39565269004,ILLUMINA,WGS,PRJNA383410,17.2,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMN06858460,1,27893964567,ILLUMINA,OTHER,PRJNA385022,12.1,,,False,,,False
SAMN06858461,1,29049558087,ILLUMINA,OTHER,PRJNA385022,12.6,,,False,,,False
SAMN06858462,1,19843782494,ILLUMINA,OTHER,PRJNA385022,8.6,,,False,,,False
SAMN06858463,1,17216526357,ILLUMINA,OTHER,PRJNA385022,7.5,,,False,,,False
SAMN06858464,1,20075232680,ILLUMINA,OTHER,PRJNA385022,8.7,,,False,,,False
SAMN06858465,1,20001037676,ILLUMINA,OTHER,PRJNA385022,8.7,,,False,,,False
SAMN06858466,1,17875632965,ILLUMINA,OTHER,PRJNA385022,7.8,,,False,,,False
SAMN06858467,1,21167537075,ILLUMINA,OTHER,PRJNA385022,9.2,,,False,,,False
SAMN06858468,1,18715184052,ILLUMINA,OTHER,PRJNA385022,8.1,,,False,,,False
SAMN06858469,1,19209956792,ILLUMINA,OTHER,PRJNA385022,8.4,,,False,,,False
SAMN06858470,1,17819157401,ILLUMINA,OTHER,PRJNA385022,7.7,,,False,,,False
SAMN06858471,1,17437621720,ILLUMINA,OTHER,PRJNA385022,7.6,,,False,,,False
SAMN06858472,1,20334159714,ILLUMINA,OTHER,PRJNA385022,8.8,,,False,,,False
SAMN06858473,1,29131886924,ILLUMINA,OTHER,PRJNA385022,12.7,,,False,,,False
SAMN06927804,1,73996044201,ILLUMINA,OTHER,PRJNA386191,32.2,,,False,,,False
SAMN06927805,1,169626061100,ILLUMINA,OTHER,PRJNA386191,73.8,,,False,,,False
SAMN06927806,1,34566203153,ILLUMINA,OTHER,PRJNA386191,15.0,,,False,,,False
SAMN06927807,1,13971638400,ILLUMINA,OTHER,PRJNA386191,6.1,,,False,,,False
SAMN07187450,1,35719253054,ILLUMINA,WGS,PRJNA388821,15.5,PI 558532,46.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,Mo17,True
SAMN07209400,2,38412541410,ILLUMINA,WGS,PRJNA389800,16.7,,,False,,,False
SAMN07209401,2,16643402100,ILLUMINA,WGS,PRJNA389800,7.2,,,False,,,False
SAMN07209402,2,20527124428,ILLUMINA,WGS,PRJNA389800,8.9,,,False,,,False
SAMN07209403,2,12419483400,ILLUMINA,WGS,PRJNA389800,5.4,,,False,,,False
SAMN07209404,2,11947644578,ILLUMINA,WGS,PRJNA389800,5.2,,,False,,,False
SAMN07209405,2,23942920612,ILLUMINA,WGS,PRJNA389800,10.4,,,False,,,False
SAMN07209406,3,19278749976,ILLUMINA,WGS,PRJNA389800,8.4,,,False,,,False
SAMN07209410,3,15378567448,ILLUMINA,WGS,PRJNA389800,6.7,,,False,,,False
SAMN07209411,3,16584458188,ILLUMINA,WGS,PRJNA389800,7.2,,,False,,,False
SAMN07209412,3,16357523560,ILLUMINA,WGS,PRJNA389800,7.1,,,False,,,False
SAMN07209413,3,14152409412,ILLUMINA,WGS,PRJNA389800,6.2,,,False,,,False
SAMN07209414,2,21376929742,ILLUMINA,WGS,PRJNA389800,9.3,,,False,,,False
SAMN07209415,2,17718100310,ILLUMINA,WGS,PRJNA389800,7.7,,,False,,,False
SAMN07209416,2,12170385820,ILLUMINA,WGS,PRJNA389800,5.3,,,False,,,False
SAMN07209418,3,17272427648,ILLUMINA,WGS,PRJNA389800,7.5,,,False,,,False
SAMN07209419,3,16223719104,ILLUMINA,WGS,PRJNA389800,7.1,,,False,,,False
SAMN07209420,3,16122430752,ILLUMINA,WGS,PRJNA389800,7.0,,,False,,,False
SAMN07209423,3,15749950916,ILLUMINA,WGS,PRJNA389800,6.8,,,False,,,False
SAMN07209426,3,14939506418,ILLUMINA,WGS,PRJNA389800,6.5,,,False,,,False
SAMN07209427,3,13135147180,ILLUMINA,WGS,PRJNA389800,5.7,,,False,,,False
SAMN07209430,3,15376042894,ILLUMINA,WGS,PRJNA389800,6.7,,,False,,,False
SAMN07209431,3,13627365600,ILLUMINA,WGS,PRJNA389800,5.9,,,False,,,False
SAMN07209433,3,91541591058,ILLUMINA,WGS,PRJNA389800,39.8,,,False,,,False
SAMN07209434,3,14161376598,ILLUMINA,WGS,PRJNA389800,6.2,,,False,,,False
SAMN07209435,3,13928457154,ILLUMINA,WGS,PRJNA389800,6.1,,,False,,,False
SAMN07209436,3,12914949902,ILLUMINA,WGS,PRJNA389800,5.6,,,False,,,False
SAMN07209437,3,14333911446,ILLUMINA,WGS,PRJNA389800,6.2,,,False,,,False
SAMN07209439,3,15636259378,ILLUMINA,WGS,PRJNA389800,6.8,,,False,,,False
SAMN07209441,2,22215983208,ILLUMINA,WGS,PRJNA389800,9.7,,,False,,,False
SAMN07209442,2,20525331778,ILLUMINA,WGS,PRJNA389800,8.9,,,False,,,False
SAMN07209443,3,31521845040,ILLUMINA,WGS,PRJNA389800,13.7,,,False,,,False
SAMN07209444,3,16086471166,ILLUMINA,WGS,PRJNA389800,7.0,,,False,,,False
SAMN07209445,2,18889411578,ILLUMINA,WGS,PRJNA389800,8.2,,,False,,,False
SAMN07209448,2,15721163596,ILLUMINA,WGS,PRJNA389800,6.8,,,False,,,False
SAMN07209449,2,23735302450,ILLUMINA,WGS,PRJNA389800,10.3,,,False,,,False
SAMN07209450,2,11989806448,ILLUMINA,WGS,PRJNA389800,5.2,,,False,,,False
SAMN07209453,2,14146080832,ILLUMINA,WGS,PRJNA389800,6.2,,,False,,,False
SAMN07209454,2,14433580400,ILLUMINA,WGS,PRJNA389800,6.3,,,False,,,False
SAMN07209455,2,17005818266,ILLUMINA,WGS,PRJNA389800,7.4,,,False,,,False
SAMN07209456,2,16323091852,ILLUMINA,WGS,PRJNA389800,7.1,,,False,,,False
SAMN07209457,2,12142270800,ILLUMINA,WGS,PRJNA389800,5.3,,,False,,,False
SAMN07209459,3,15364981560,ILLUMINA,WGS,PRJNA389800,6.7,,,False,,,False
SAMN07209461,3,23081279072,ILLUMINA,WGS,PRJNA389800,10.0,,,False,,,False
SAMN07209462,2,17338045060,ILLUMINA,WGS,PRJNA389800,7.5,,,False,,,False
SAMN07209464,4,15263528136,ILLUMINA,WGS,PRJNA389800,6.6,,,False,,,False
SAMN07209466,4,13635558179,ILLUMINA,WGS,PRJNA389800,5.9,,,False,,,False
SAMN07209467,3,19339974786,ILLUMINA,WGS,PRJNA389800,8.4,,,False,,,False
SAMN07209469,4,13160941035,ILLUMINA,WGS,PRJNA389800,5.7,,,False,,,False
SAMN07209470,3,14413194036,ILLUMINA,WGS,PRJNA389800,6.3,,,False,,,False
SAMN07209472,3,14365393660,ILLUMINA,WGS,PRJNA389800,6.2,,,False,,,False
SAMN07209473,4,14093665915,ILLUMINA,WGS,PRJNA389800,6.1,,,False,,,False
SAMN07209476,4,13020067663,ILLUMINA,WGS,PRJNA389800,5.7,,,False,,,False
SAMN07209477,3,15043367420,ILLUMINA,WGS,PRJNA389800,6.5,,,False,,,False
SAMN07209478,4,16582750895,ILLUMINA,WGS,PRJNA389800,7.2,,,False,,,False
SAMN07209480,3,23655643106,ILLUMINA,WGS,PRJNA389800,10.3,,,False,,,False
SAMN07209481,4,16071564150,ILLUMINA,WGS,PRJNA389800,7.0,,,False,,,False
SAMN07209483,3,12139110380,ILLUMINA,WGS,PRJNA389800,5.3,,,False,,,False
SAMN07209484,4,13872961835,ILLUMINA,WGS,PRJNA389800,6.0,,,False,,,False
SAMN07209485,4,16750135056,ILLUMINA,WGS,PRJNA389800,7.3,,,False,,,False
SAMN07209486,3,28705133944,ILLUMINA,WGS,PRJNA389800,12.5,,,False,,,False
SAMN07209488,3,15803285128,ILLUMINA,WGS,PRJNA389800,6.9,,,False,,,False
SAMN07209490,4,15485299864,ILLUMINA,WGS,PRJNA389800,6.7,,,False,,,False
SAMN07209491,2,15555308700,ILLUMINA,WGS,PRJNA389800,6.8,,,False,,,False
SAMN07209492,4,13330888287,ILLUMINA,WGS,PRJNA389800,5.8,,,False,,,False
SAMN07209493,2,17204513362,ILLUMINA,WGS,PRJNA389800,7.5,,,False,,,False
SAMN07209494,3,13675812126,ILLUMINA,WGS,PRJNA389800,5.9,,,False,,,False
SAMN07209495,3,15340908618,ILLUMINA,WGS,PRJNA389800,6.7,,,False,,,False
SAMN07209496,3,20353878852,ILLUMINA,WGS,PRJNA389800,8.8,,,False,,,False
SAMN07209497,2,17969265000,ILLUMINA,WGS,PRJNA389800,7.8,,,False,,,False
SAMN07209500,2,17333661600,ILLUMINA,WGS,PRJNA389800,7.5,,,False,,,False
SAMN07209501,2,16992666600,ILLUMINA,WGS,PRJNA389800,7.4,,,False,,,False
SAMN07209502,3,29569208056,ILLUMINA,WGS,PRJNA389800,12.9,,,False,,,False
SAMN07209505,3,13596313196,ILLUMINA,WGS,PRJNA389800,5.9,,,False,,,False
SAMN07209506,2,19093944246,ILLUMINA,WGS,PRJNA389800,8.3,,,False,,,False
SAMN07209507,2,15108561292,ILLUMINA,WGS,PRJNA389800,6.6,,,False,,,False
SAMN07209508,2,17360186094,ILLUMINA,WGS,PRJNA389800,7.5,,,False,,,False
SAMN07209509,3,12090338580,ILLUMINA,WGS,PRJNA389800,5.3,,,False,,,False
SAMN07209512,4,11772539443,ILLUMINA,WGS,PRJNA389800,5.1,,,False,,,False
SAMN07209513,2,14322030600,ILLUMINA,WGS,PRJNA389800,6.2,,,False,,,False
SAMN07209514,3,19473287832,ILLUMINA,WGS,PRJNA389800,8.5,,,False,,,False
SAMN07209515,3,13746955336,ILLUMINA,WGS,PRJNA389800,6.0,,,False,,,False
SAMN07209516,4,15085308532,ILLUMINA,WGS,PRJNA389800,6.6,,,False,,,False
