sample,runs,bases,platform,strategies,studies,x_cov,accession,n_traits,in_snptools,collection,PLANT_NAME,matched
SAMD00884927,1,20974676950,OXFORD_NANOPORE,WGS,PRJDB20204,9.1,,,False,,,False
SAMD01398111,1,56246028600,ILLUMINA,WGS,PRJDB28151,24.5,,,False,,,False
SAMD01398112,1,61887955500,ILLUMINA,WGS,PRJDB28151,26.9,,,False,,,False
SAMD01662213,1,21547029600,ILLUMINA,WGS,PRJDB31761,9.4,,,False,,,False
SAMD01662214,1,20206525800,ILLUMINA,WGS,PRJDB31761,8.8,,,False,,,False
SAMD01662218,1,27050929800,ILLUMINA,WGS,PRJDB31761,11.8,,,False,,,False
SAMD01662219,1,18305301900,ILLUMINA,WGS,PRJDB31761,8.0,,,False,,,False
SAMD01662222,1,21786341700,ILLUMINA,WGS,PRJDB31761,9.5,,,False,,,False
SAMD01662223,1,21452195100,ILLUMINA,WGS,PRJDB31761,9.3,,,False,,,False
SAMD01662224,1,182362828800,ILLUMINA,WGS,PRJDB31761,79.3,,,False,,,False
SAMD01662225,1,20543621700,ILLUMINA,WGS,PRJDB31761,8.9,,,False,,,False
SAMD01662226,1,139026697800,ILLUMINA,WGS,PRJDB31761,60.4,,,False,,,False
SAMD01662227,1,15060669900,ILLUMINA,WGS,PRJDB31761,6.5,,,False,,,False
SAMD01662228,1,54933059400,ILLUMINA,WGS,PRJDB31761,23.9,,,False,,,False
SAMD01662230,1,42082690200,ILLUMINA,WGS,PRJDB31761,18.3,,,False,,,False
SAMD01662231,1,51652649100,ILLUMINA,WGS,PRJDB31761,22.5,,,False,,,False
SAMD01667530,1,13072975134,BGISEQ,WGS,PRJDB37009,5.7,,,False,,,False
SAMD01667531,1,19868347810,BGISEQ,WGS,PRJDB37009,8.6,,,False,,,False
SAMD01667532,1,13233193590,BGISEQ,WGS,PRJDB37009,5.8,,,False,,,False
SAMD01667533,1,15278402610,BGISEQ,WGS,PRJDB37009,6.6,,,False,,,False
SAMD01667534,1,19084203418,BGISEQ,WGS,PRJDB37009,8.3,,,False,,,False
SAMD01667535,1,22534129990,BGISEQ,WGS,PRJDB37009,9.8,,,False,,,False
SAMD01667536,1,11733249400,BGISEQ,WGS,PRJDB37009,5.1,,,False,,,False
SAMD01667539,1,27031381532,BGISEQ,WGS,PRJDB37009,11.8,,,False,,,False
SAMD01667540,1,23160314716,BGISEQ,WGS,PRJDB37009,10.1,,,False,,,False
SAMD01667541,1,17125216736,BGISEQ,WGS,PRJDB37009,7.4,,,False,,,False
SAMD01667546,1,17966935068,BGISEQ,WGS,PRJDB37009,7.8,,,False,,,False
SAMD01667550,1,11761148628,BGISEQ,WGS,PRJDB37009,5.1,,,False,,,False
SAMD01667551,1,11744053674,BGISEQ,WGS,PRJDB37009,5.1,,,False,,,False
SAMD01667552,1,11761597170,BGISEQ,WGS,PRJDB37009,5.1,,,False,,,False
SAMD01667555,1,11965710120,BGISEQ,WGS,PRJDB37009,5.2,,,False,,,False
SAMD01667558,1,12452980506,BGISEQ,WGS,PRJDB37009,5.4,,,False,,,False
SAMD01667559,1,14737051838,BGISEQ,WGS,PRJDB37009,6.4,,,False,,,False
SAMD01667560,1,13453086436,BGISEQ,WGS,PRJDB37009,5.8,,,False,,,False
SAMD01667562,1,12791644882,BGISEQ,WGS,PRJDB37009,5.6,,,False,,,False
SAMD01667563,1,13651720820,BGISEQ,WGS,PRJDB37009,5.9,,,False,,,False
SAMD01667565,1,11938671004,BGISEQ,WGS,PRJDB37009,5.2,,,False,,,False
SAMD01667566,1,12199018900,BGISEQ,WGS,PRJDB37009,5.3,,,False,,,False
SAMD01667568,1,16307696616,BGISEQ,WGS,PRJDB37009,7.1,,,False,,,False
SAMD01667569,1,12436426762,BGISEQ,WGS,PRJDB37009,5.4,,,False,,,False
SAMD01667570,1,12513286584,BGISEQ,WGS,PRJDB37009,5.4,,,False,,,False
SAMD01667571,1,13436979628,BGISEQ,WGS,PRJDB37009,5.8,,,False,,,False
SAMD01667572,1,19001500530,BGISEQ,WGS,PRJDB37009,8.3,,,False,,,False
SAMD01667573,1,22811734166,BGISEQ,WGS,PRJDB37009,9.9,,,False,,,False
SAMD01667574,1,12414978970,BGISEQ,WGS,PRJDB37009,5.4,,,False,,,False
SAMD01667575,1,26245453726,BGISEQ,WGS,PRJDB37009,11.4,,,False,,,False
SAMD01667576,1,25204131934,BGISEQ,WGS,PRJDB37009,11.0,,,False,,,False
SAMD01667577,1,21192344610,BGISEQ,WGS,PRJDB37009,9.2,,,False,,,False
SAMD01667578,1,17971373412,BGISEQ,WGS,PRJDB37009,7.8,,,False,,,False
SAMD01667579,1,16251180760,BGISEQ,WGS,PRJDB37009,7.1,,,False,,,False
SAMD01667580,1,20753604768,BGISEQ,WGS,PRJDB37009,9.0,,,False,,,False
SAMD01668548,1,69556198915,ILLUMINA,WGA,PRJDB36669,30.2,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMD01668549,1,75269325756,ILLUMINA,WGA,PRJDB36669,32.7,PI 550473,48.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,B73,True
SAMD01891751,1,15857170500,ILLUMINA,OTHER,PRJDB41169,6.9,,,False,,,False
SAMD01891752,1,22909877700,ILLUMINA,OTHER,PRJDB41169,10.0,,,False,,,False
SAMD01891753,1,23348303400,ILLUMINA,OTHER,PRJDB41169,10.2,,,False,,,False
SAMD01891754,1,25076932500,ILLUMINA,OTHER,PRJDB41169,10.9,,,False,,,False
SAMD01891755,1,24709117500,ILLUMINA,OTHER,PRJDB41169,10.7,,,False,,,False
SAMEA104032533,3,16663323446,ILLUMINA,WGS,PRJEB20529,7.2,,,False,,,False
SAMEA104032534,2,61303181998,ILLUMINA,WGS,PRJEB20529,26.7,,,False,,,False
SAMEA104032535,3,14269795310,ILLUMINA,WGS,PRJEB20529,6.2,,,False,,,False
SAMEA104032536,2,32394817972,ILLUMINA,WGS,PRJEB20529,14.1,,,False,,,False
SAMEA104032539,2,63215319856,ILLUMINA,WGS,PRJEB20529,27.5,,,False,,,False
SAMEA104032540,3,16099002094,ILLUMINA,WGS,PRJEB20529,7.0,,,False,,,False
SAMEA104032541,3,23193162842,ILLUMINA,WGS,PRJEB20529,10.1,,,False,,,False
SAMEA104032542,3,43210442836,ILLUMINA,WGS,PRJEB20529,18.8,,,False,,,False
SAMEA104032543,3,15878551840,ILLUMINA,WGS,PRJEB20529,6.9,,,False,,,False
SAMEA104032544,3,17159782030,ILLUMINA,WGS,PRJEB20529,7.5,,,False,,,False
SAMEA104032545,3,13822791226,ILLUMINA,WGS,PRJEB20529,6.0,,,False,,,False
SAMEA104032547,2,29028677448,ILLUMINA,WGS,PRJEB20529,12.6,,,False,,,False
SAMEA104032548,2,29095614592,ILLUMINA,WGS,PRJEB20529,12.7,,,False,,,False
SAMEA104032549,2,64783725828,ILLUMINA,WGS,PRJEB20529,28.2,,,False,,,False
SAMEA104032550,2,31329031228,ILLUMINA,WGS,PRJEB20529,13.6,,,False,,,False
SAMEA111374633,1,35761172317,ILLUMINA,WGS,PRJEB61159,15.5,,,False,,,False
SAMEA111374634,1,23484643119,ILLUMINA,WGS,PRJEB61159,10.2,,,False,,,False
SAMEA111374635,1,46331528922,ILLUMINA,WGS,PRJEB61159,20.1,,,False,,,False
SAMEA111391302,1,68061529500,ILLUMINA,WGS,PRJEB56265,29.6,,,False,,,False
SAMEA111391303,1,89525072400,ILLUMINA,WGS,PRJEB56265,38.9,,,False,,,False
SAMEA111391304,1,92502052600,ILLUMINA,WGS,PRJEB56265,40.2,,,False,,,False
SAMEA111396942,1,51144259800,ILLUMINA,WGS,PRJEB56295,22.2,,,False,,,False
SAMEA111396943,1,29861628600,ILLUMINA,WGS,PRJEB56295,13.0,,,False,,,False
SAMEA111396944,1,27618734700,ILLUMINA,WGS,PRJEB56295,12.0,,,False,,,False
SAMEA111396945,1,29000248200,ILLUMINA,WGS,PRJEB56295,12.6,PI 535902,26.0,False,Maize.Group.Ames.Panel.2010,S 25,True
SAMEA111396946,1,26093959200,ILLUMINA,WGS,PRJEB56295,11.3,,,False,,,False
SAMEA111396947,1,39514715700,ILLUMINA,WGS,PRJEB56295,17.2,,,False,,,False
SAMEA111396948,1,32246853600,ILLUMINA,WGS,PRJEB56295,14.0,,,False,,,False
SAMEA111396949,1,30883741800,ILLUMINA,WGS,PRJEB56295,13.4,,,False,,,False
SAMEA111404829,1,21138698078,ILLUMINA,WGS,PRJEB56320,9.2,,,False,,,False
SAMEA111404830,1,21315961206,ILLUMINA,WGS,PRJEB56320,9.3,,,False,,,False
SAMEA111404831,1,20399774746,ILLUMINA,WGS,PRJEB56320,8.9,PI 198892,30.0,False,Maize.Group.Ames.Panel.2010,4F-234 BX 4,True
SAMEA111404832,1,23639447734,ILLUMINA,WGS,PRJEB56320,10.3,PI 198897,45.0,False,Maize.Group.Ames.Panel.2010,4F-306 108,True
SAMEA111404833,1,21682687658,ILLUMINA,WGS,PRJEB56320,9.4,,,False,,,False
SAMEA111404834,1,24863683858,ILLUMINA,WGS,PRJEB56320,10.8,,,False,,,False
SAMEA111404835,1,22964950364,ILLUMINA,WGS,PRJEB56320,10.0,,,False,,,False
SAMEA111404836,1,20633603078,ILLUMINA,WGS,PRJEB56320,9.0,NSL 42873,27.0,True,Maize.Group.Ames.Panel.2010,A12,True
SAMEA111404837,1,21454948552,ILLUMINA,WGS,PRJEB56320,9.3,Ames 23389,17.0,True,Maize.Group.Ames.Panel.2010,A15,True
SAMEA111404838,1,22669510408,ILLUMINA,WGS,PRJEB56320,9.9,Ames 23396,27.0,True,Maize.Group.Ames.Panel.2010,A155,True
SAMEA111404839,1,21929179152,ILLUMINA,WGS,PRJEB56320,9.5,NSL 42878,29.0,True,Maize.Group.Ames.Panel.2010,A171,True
SAMEA111404840,1,24303235882,ILLUMINA,WGS,PRJEB56320,10.6,Ames 23425,18.0,True,Maize.Group.Ames.Panel.2010,A344,True
SAMEA111404841,1,24371506908,ILLUMINA,WGS,PRJEB56320,10.6,PI 692202,27.0,True,Maize.Iowa.Stiff.Stalk.Inbreds,A3G-3-3-1-313,True
SAMEA111404842,1,21826735014,ILLUMINA,WGS,PRJEB56320,9.5,PI 221773,19.0,False,Maize.Group.Ames.Panel.2010,A415-1-3 INBRED,True
SAMEA111404843,1,25066307134,ILLUMINA,WGS,PRJEB56320,10.9,Ames 23446,17.0,True,Maize.Group.Ames.Panel.2010,A508,True
SAMEA111404844,1,21193036636,ILLUMINA,WGS,PRJEB56320,9.2,Ames 23484,27.0,True,Maize.Group.Ames.Panel.2010,A651,True
SAMEA111404845,1,24771948036,ILLUMINA,WGS,PRJEB56320,10.8,PI 607522,19.0,True,Maize.Group.Ames.Panel.2010,A662,True
SAMEA111404846,1,24094528514,ILLUMINA,WGS,PRJEB56320,10.5,Ames 23497,28.0,True,Maize.Group.Ames.Panel.2010,A673,True
SAMEA111404847,1,24958526656,ILLUMINA,WGS,PRJEB56320,10.9,Ames 23393,18.0,True,Maize.Group.Ames.Panel.2010,A96,True
SAMEA111404848,1,21555820780,ILLUMINA,WGS,PRJEB56320,9.4,PI 692203,27.0,True,Maize.Iowa.Stiff.Stalk.Inbreds,AH83,True
SAMEA111404849,1,24672130694,ILLUMINA,WGS,PRJEB56320,10.7,PI 583356,29.0,True,Maize.Group.PVP,AM0776,True
SAMEA111404850,1,21680340514,ILLUMINA,WGS,PRJEB56320,9.4,PI 561522,19.0,True,Maize.Group.Ames.Panel.2010,AR228,True
SAMEA111404851,1,20933238116,ILLUMINA,WGS,PRJEB56320,9.1,PI 564852,22.0,True,Maize.Group.Ames.Panel.2010,B101,True
SAMEA111404852,1,21317826660,ILLUMINA,WGS,PRJEB56320,9.3,PI 594049,24.0,True,Maize.Group.Ames.Panel.2010,B106,True
SAMEA111404853,1,21825172466,ILLUMINA,WGS,PRJEB56320,9.5,,,False,,,False
SAMEA111404854,1,20175394786,ILLUMINA,WGS,PRJEB56320,8.8,PI 603939,28.0,True,Maize.Group.Ames.Panel.2010,B42,True
SAMEA111404855,1,22667184706,ILLUMINA,WGS,PRJEB56320,9.9,PI 550470,28.0,True,Maize.Group.Ames.Panel.2010,B54,True
SAMEA111404856,1,20055136876,ILLUMINA,WGS,PRJEB56320,8.7,PI 527699,12.0,True,Maize.Group.Ames.Panel.2010,B90,True
SAMEA111404857,1,23000965978,ILLUMINA,WGS,PRJEB56320,10.0,PI 527700,13.0,True,Maize.Group.Ames.Panel.2010,B91,True
SAMEA111404858,1,21254622288,ILLUMINA,WGS,PRJEB56320,9.2,PI 584528,23.0,True,Maize.Group.Ames.Panel.2010,B99,True
SAMEA111404859,1,21584584468,ILLUMINA,WGS,PRJEB56320,9.4,,,False,,,False
SAMEA111404860,1,20900699428,ILLUMINA,WGS,PRJEB56320,9.1,NSL 22983,28.0,True,Maize.Group.Ames.Panel.2010,C102,True
SAMEA111404861,1,22902026248,ILLUMINA,WGS,PRJEB56320,10.0,Ames 22016,20.0,True,Maize.Group.Ames.Panel.2010,C15,True
SAMEA111404862,1,20873254272,ILLUMINA,WGS,PRJEB56320,9.1,Ames 23507,30.0,True,Maize.Group.Ames.Panel.2010,C42,True
SAMEA111404863,1,25459897090,ILLUMINA,WGS,PRJEB56320,11.1,Ames 22023,9.0,True,Maize.Group.Ames.Panel.2010,C68,True
SAMEA111404864,1,21698504304,ILLUMINA,WGS,PRJEB56320,9.4,Ames 24585,26.0,True,Maize.Group.Ames.Panel.2010,CG10,True
SAMEA111404865,1,25574656788,ILLUMINA,WGS,PRJEB56320,11.1,PI 427111,8.0,False,Maize.Group.Ames.Panel.2010,Chi-tan 120,True
SAMEA111404866,1,25676185262,ILLUMINA,WGS,PRJEB56320,11.2,PI 694078,28.0,False,Maize.Group.Ames.Panel.2010,C.I. 40h,True
SAMEA111404867,1,20912253948,ILLUMINA,WGS,PRJEB56320,9.1,PI 151090,28.0,False,Maize.Iowa.Stiff.Stalk.Inbreds,CI 540,True
SAMEA111404868,1,22242399962,ILLUMINA,WGS,PRJEB56320,9.7,PI 694097,29.0,False,Maize.Group.Ames.Panel.2010,CI 90C,True
SAMEA111404869,1,21101247360,ILLUMINA,WGS,PRJEB56320,9.2,PI 694098,28.0,False,Maize.Group.Ames.Panel.2010,C.I. 91b,True
SAMEA111404870,1,24515633388,ILLUMINA,WGS,PRJEB56320,10.7,Ames 27024,27.0,True,Maize.Group.Ames.Panel.2010,CL17,True
SAMEA111404871,1,20808874516,ILLUMINA,WGS,PRJEB56320,9.0,Ames 27029,26.0,True,Maize.Group.Ames.Panel.2010,CL27,True
SAMEA111404872,1,23872050248,ILLUMINA,WGS,PRJEB56320,10.4,Ames 22747,30.0,True,Maize.Group.Ames.Panel.2010,CM48,True
SAMEA111404873,1,23628598686,ILLUMINA,WGS,PRJEB56320,10.3,Ames 27031,27.0,True,Maize.Group.Ames.Panel.2010,CM99,True
SAMEA111404874,1,21938240662,ILLUMINA,WGS,PRJEB56320,9.5,PI 690627,15.0,False,Maize.Group.Ames.Panel.2010,CML 395,True
SAMEA111404875,1,25023318340,ILLUMINA,WGS,PRJEB56320,10.9,Ames 27039,26.0,True,Maize.Group.Ames.Panel.2010,CO117,True
SAMEA111404876,1,24513318860,ILLUMINA,WGS,PRJEB56320,10.7,Ames 27042,26.0,True,Maize.Group.Ames.Panel.2010,CO158,True
SAMEA111404877,1,21439522392,ILLUMINA,WGS,PRJEB56320,9.3,Ames 27043,27.0,True,Maize.Group.Ames.Panel.2010,CO192,True
SAMEA111404878,1,22600016584,ILLUMINA,WGS,PRJEB56320,9.8,Ames 27044,27.0,True,Maize.Group.Ames.Panel.2010,CO216,True
SAMEA111404879,1,24673428388,ILLUMINA,WGS,PRJEB56320,10.7,Ames 27046,28.0,True,Maize.Group.Ames.Panel.2010,CO236,True
SAMEA111404880,1,24821058974,ILLUMINA,WGS,PRJEB56320,10.8,Ames 27047,26.0,True,Maize.Group.Ames.Panel.2010,CO237,True
SAMEA111404881,1,23737865608,ILLUMINA,WGS,PRJEB56320,10.3,Ames 27048,27.0,True,Maize.Group.Ames.Panel.2010,CO245,True
SAMEA111404882,1,21960341324,ILLUMINA,WGS,PRJEB56320,9.5,Ames 27051,28.0,True,Maize.Group.Ames.Panel.2010,CO256,True
SAMEA111404883,1,20723047324,ILLUMINA,WGS,PRJEB56320,9.0,PI 566939,27.0,True,Maize.Group.PVP,CQ806,True
SAMEA111404884,1,24355996490,ILLUMINA,WGS,PRJEB56320,10.6,PI 560316,29.0,True,Maize.Group.PVP,CS608,True
SAMEA111404885,1,22917649010,ILLUMINA,WGS,PRJEB56320,10.0,Ames 27057,26.0,True,Maize.Group.Ames.Panel.2010,CSJ3,True
SAMEA111404886,1,21469106312,ILLUMINA,WGS,PRJEB56320,9.3,,,False,,,False
SAMEA111404887,1,22758981230,ILLUMINA,WGS,PRJEB56320,9.9,,,False,,,False
SAMEA111404888,1,21185543714,ILLUMINA,WGS,PRJEB56320,9.2,,,False,,,False
SAMEA111404889,1,20721752348,ILLUMINA,WGS,PRJEB56320,9.0,,,False,,,False
SAMEA111404890,1,25215719822,ILLUMINA,WGS,PRJEB56320,11.0,,,False,,,False
SAMEA111404891,1,21506333550,ILLUMINA,WGS,PRJEB56320,9.4,,,False,,,False
SAMEA111404892,1,24023232052,ILLUMINA,WGS,PRJEB56320,10.4,,,False,,,False
SAMEA111404893,1,21436314246,ILLUMINA,WGS,PRJEB56320,9.3,,,False,,,False
SAMEA111404894,1,22222740668,ILLUMINA,WGS,PRJEB56320,9.7,,,False,,,False
SAMEA111404895,1,23929216734,ILLUMINA,WGS,PRJEB56320,10.4,,,False,,,False
SAMEA111404896,1,25708815456,ILLUMINA,WGS,PRJEB56320,11.2,,,False,,,False
SAMEA111404897,1,21098741364,ILLUMINA,WGS,PRJEB56320,9.2,PI 427109,20.0,False,Maize.Group.Ames.Panel.2010,Eng-li Chih,True
SAMEA111404898,1,23916738396,ILLUMINA,WGS,PRJEB56320,10.4,PI 257513,43.0,True,Maize.Group.Ames.Panel.2010,F115,True
SAMEA111404899,1,20579249420,ILLUMINA,WGS,PRJEB56320,8.9,,,False,,,False
SAMEA111404900,1,24384013332,ILLUMINA,WGS,PRJEB56320,10.6,,,False,,,False
SAMEA111404901,1,21080687502,ILLUMINA,WGS,PRJEB56320,9.2,,,False,,,False
SAMEA111404902,1,22249492734,ILLUMINA,WGS,PRJEB56320,9.7,,,False,,,False
SAMEA111404903,1,24132743292,ILLUMINA,WGS,PRJEB56320,10.5,PI 700950,20.0,True,,GE129,True
SAMEA111404904,1,24023365838,ILLUMINA,WGS,PRJEB56320,10.4,PI 700948,16.0,True,,GE54,True
SAMEA111404905,1,23474303866,ILLUMINA,WGS,PRJEB56320,10.2,PI 698994,27.0,False,Maize.Group.Ames.Panel.2010,H122w,True
SAMEA111404906,1,23632706490,ILLUMINA,WGS,PRJEB56320,10.3,PI 698996,27.0,False,Maize.Group.Ames.Panel.2010,H124w,True
SAMEA111404907,1,24539234386,ILLUMINA,WGS,PRJEB56320,10.7,PI 698954,28.0,True,Maize.Group.Ames.Panel.2010,H14,True
SAMEA111404908,1,25094676410,ILLUMINA,WGS,PRJEB56320,10.9,PI 698972,27.0,True,Maize.Group.Ames.Panel.2010,H52,True
SAMEA111404909,1,21342136754,ILLUMINA,WGS,PRJEB56320,9.3,PI 593008,19.0,False,Maize.Group.Ames.Panel.2010,Hi26,True
SAMEA111404910,1,20750495802,ILLUMINA,WGS,PRJEB56320,9.0,PI 593010,20.0,False,Maize.Group.Ames.Panel.2010,Hi28,True
SAMEA111404911,1,24199396202,ILLUMINA,WGS,PRJEB56320,10.5,Ames 24589,18.0,True,Maize.Group.Ames.Panel.2010,I159,True
SAMEA111404912,1,22282715452,ILLUMINA,WGS,PRJEB56320,9.7,Ames 22030,9.0,False,Maize.Group.Ames.Panel.2010,Ia453,True
SAMEA111404913,1,22997054474,ILLUMINA,WGS,PRJEB56320,10.0,Ames 27117,17.0,False,Maize.Group.Ames.Panel.2010,Ia5125B,True
SAMEA111404914,1,24467625354,ILLUMINA,WGS,PRJEB56320,10.6,PI 559380,28.0,False,Maize.Group.PVP,ICI 193,True
SAMEA111404915,1,23918969874,ILLUMINA,WGS,PRJEB56320,10.4,PI 559381,30.0,False,Maize.Group.PVP,ICI 441,True
SAMEA111404916,1,25466497904,ILLUMINA,WGS,PRJEB56320,11.1,PI 559382,29.0,False,Maize.Group.PVP,ICI 740,True
SAMEA111404917,1,25697371166,ILLUMINA,WGS,PRJEB56320,11.2,PI 559383,29.0,False,Maize.Group.PVP,ICI 893,True
SAMEA111404918,1,23564255472,ILLUMINA,WGS,PRJEB56320,10.2,PI 559384,30.0,False,Maize.Group.PVP,ICI 986,True
SAMEA111404919,1,22035039816,ILLUMINA,WGS,PRJEB56320,9.6,PI 693367,31.0,True,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,IL101T,True
SAMEA111404920,1,21178106964,ILLUMINA,WGS,PRJEB56320,9.2,PI 706561,27.0,False,Maize.Group.Ames.Panel.2010,IL 778d,True
SAMEA111404921,1,25746794070,ILLUMINA,WGS,PRJEB56320,11.2,,,False,,,False
SAMEA111404922,1,23695620640,ILLUMINA,WGS,PRJEB56320,10.3,,,False,,,False
SAMEA111404923,1,20327744122,ILLUMINA,WGS,PRJEB56320,8.8,,,False,,,False
SAMEA111404924,1,22480262108,ILLUMINA,WGS,PRJEB56320,9.8,,,False,,,False
SAMEA111404925,1,22878048656,ILLUMINA,WGS,PRJEB56320,9.9,,,False,,,False
SAMEA111404926,1,25849864556,ILLUMINA,WGS,PRJEB56320,11.2,,,False,,,False
SAMEA111404927,1,22254473922,ILLUMINA,WGS,PRJEB56320,9.7,,,False,,,False
SAMEA111404928,1,23579013910,ILLUMINA,WGS,PRJEB56320,10.3,PI 706570,20.0,True,Maize.Group.Ames.Panel.2010,K155,True
SAMEA111404929,1,20172853758,ILLUMINA,WGS,PRJEB56320,8.8,PI 706569,28.0,True,Maize.Group.Ames.Panel.2010,K201,True
SAMEA111404930,1,20845242866,ILLUMINA,WGS,PRJEB56320,9.1,PI 591017,28.0,True,Maize.Group.Ames.Panel.2010,KO679Y,True
SAMEA111404931,1,23553787246,ILLUMINA,WGS,PRJEB56320,10.2,PI 550695,29.0,False,Maize.Group.PVP,L 155,True
SAMEA111404932,1,20196261778,ILLUMINA,WGS,PRJEB56320,8.8,PI 584325,27.0,True,Maize.Group.PVP,L222,True
SAMEA111404933,1,22983758018,ILLUMINA,WGS,PRJEB56320,10.0,NSL 65872,19.0,False,Maize.Group.Ames.Panel.2010,L 289,True
SAMEA111404934,1,20052528804,ILLUMINA,WGS,PRJEB56320,8.7,PI 562377,28.0,True,Maize.Group.PVP,LH159,True
SAMEA111404935,1,20944959944,ILLUMINA,WGS,PRJEB56320,9.1,PI 538008,29.0,True,Maize.Group.PVP,LH163,True
SAMEA111404936,1,23304763482,ILLUMINA,WGS,PRJEB56320,10.1,PI 555659,29.0,True,Maize.Group.PVP,LH164,True
SAMEA111404937,1,21482400956,ILLUMINA,WGS,PRJEB56320,9.3,PI 564543,29.0,True,Maize.Group.PVP,LH167,True
SAMEA111404938,1,20160206904,ILLUMINA,WGS,PRJEB56320,8.8,PI 576170,27.0,False,Maize.Group.PVP,LH169Ht,True
SAMEA111404939,1,20391591452,ILLUMINA,WGS,PRJEB56320,8.9,PI 583872,28.0,True,Maize.Group.PVP,LH175,True
SAMEA111404940,1,20104551324,ILLUMINA,WGS,PRJEB56320,8.7,PI 564755,29.0,True,Maize.Group.PVP,LH183,True
SAMEA111404941,1,25227197332,ILLUMINA,WGS,PRJEB56320,11.0,PI 576172,28.0,True,Maize.Group.PVP,LH186,True
SAMEA111404942,1,25947997342,ILLUMINA,WGS,PRJEB56320,11.3,PI 585224,28.0,True,Maize.Group.PVP,LH188,True
SAMEA111404943,1,25814702998,ILLUMINA,WGS,PRJEB56320,11.2,,,False,,,False
SAMEA111404944,1,24970888120,ILLUMINA,WGS,PRJEB56320,10.9,PI 537100,30.0,True,Maize.Group.PVP,LH210,True
SAMEA111404945,1,20362495866,ILLUMINA,WGS,PRJEB56320,8.9,PI 547089,29.0,True,Maize.Group.PVP,LH212Ht,True
SAMEA111404946,1,20412407708,ILLUMINA,WGS,PRJEB56320,8.9,PI 564540,29.0,True,Maize.Group.PVP,LH217,True
SAMEA111404947,1,22473104708,ILLUMINA,WGS,PRJEB56320,9.8,PI 574390,29.0,True,Maize.Group.PVP,LH218,True
SAMEA111404948,1,20277337302,ILLUMINA,WGS,PRJEB56320,8.8,PI 574391,28.0,True,Maize.Group.PVP,LH225,True
SAMEA111404949,1,20833783174,ILLUMINA,WGS,PRJEB56320,9.1,PI 585226,28.0,True,Maize.Group.PVP,LH231,True
SAMEA111404950,1,20992439780,ILLUMINA,WGS,PRJEB56320,9.1,PI 583874,28.0,True,Maize.Group.PVP,LH250,True
SAMEA111404951,1,24903233778,ILLUMINA,WGS,PRJEB56320,10.8,PI 585227,28.0,True,Maize.Group.PVP,LH252,True
SAMEA111404952,1,20087169714,ILLUMINA,WGS,PRJEB56320,8.7,PI 585228,28.0,True,Maize.Group.PVP,LH260,True
SAMEA111404953,1,22899847318,ILLUMINA,WGS,PRJEB56320,10.0,PI 602590,27.0,True,Maize.Group.PVP,LH284,True
SAMEA111404954,1,24613517024,ILLUMINA,WGS,PRJEB56320,10.7,PI 642029,26.0,True,Maize.Group.PVP,LH299,True
SAMEA111404955,1,21731206374,ILLUMINA,WGS,PRJEB56320,9.4,PI 600729,35.0,False,Maize.Group.PVP,LP1 NR HT,True
SAMEA111404956,1,20845654190,ILLUMINA,WGS,PRJEB56320,9.1,PI 558529,9.0,False,Maize.Group.Ames.Panel.2010,Mo13,True
SAMEA111404957,1,20461558510,ILLUMINA,WGS,PRJEB56320,8.9,PI 558518,16.0,False,Maize.Group.Ames.Panel.2010,Mo15W,True
SAMEA111404958,1,25631803644,ILLUMINA,WGS,PRJEB56320,11.1,PI 558531,16.0,False,Maize.Group.Ames.Panel.2010,Mo16W,True
SAMEA111404959,1,20914702866,ILLUMINA,WGS,PRJEB56320,9.1,Ames 20116,29.0,False,Maize.Group.Ames.Panel.2010,Mo23W,True
SAMEA111404960,1,21207031014,ILLUMINA,WGS,PRJEB56320,9.2,Ames 28928,28.0,False,Maize.Group.Ames.Panel.2010,Mo28W,True
SAMEA111404961,1,23512076818,ILLUMINA,WGS,PRJEB56320,10.2,,,False,,,False
SAMEA111404962,1,20814421652,ILLUMINA,WGS,PRJEB56320,9.0,PI 558522,8.0,False,Maize.Group.Ames.Panel.2010,Mo3,True
SAMEA111404963,1,20973180938,ILLUMINA,WGS,PRJEB56320,9.1,Ames 28937,24.0,False,Maize.Group.Ames.Panel.2010,Mo39,True
SAMEA111404964,1,25863603744,ILLUMINA,WGS,PRJEB56320,11.2,PI 558523,9.0,False,Maize.Group.Ames.Panel.2010,Mo5,True
SAMEA111404965,1,20367637114,ILLUMINA,WGS,PRJEB56320,8.9,PI 558516,9.0,False,Maize.Group.Ames.Panel.2010,Mo7,True
SAMEA111404966,1,22033521662,ILLUMINA,WGS,PRJEB56320,9.6,Ames 24727,19.0,True,Maize.Group.Ames.Panel.2010,MS106,True
SAMEA111404967,1,21223960832,ILLUMINA,WGS,PRJEB56320,9.2,Ames 24706,18.0,True,Maize.Group.Ames.Panel.2010,MS12,True
SAMEA111404968,1,24332874464,ILLUMINA,WGS,PRJEB56320,10.6,Ames 24733,19.0,True,Maize.Group.Ames.Panel.2010,MS142,True
SAMEA111404969,1,24464159602,ILLUMINA,WGS,PRJEB56320,10.6,Ames 24747,19.0,True,Maize.Group.Ames.Panel.2010,MS222,True
